dimension;method;time;cost;boundary_set_size;exploded_nodes
8;heuristic_border_colors;1.3360262799978955;13;16801;13119
8;heuristic_border_colors;1.341251198999089;13;16801;13119
8;heuristic_grid_remaining_colors;0.29505323600096744;13;4190;2378
8;heuristic_grid_remaining_colors;0.2922630590001063;13;4190;2378
8;heuristic_grid_remaining_colors;0.29222614700120175;13;4190;2378
8;heuristic_grid_remaining_colors;0.2954485259979265;13;4190;2378
8;heuristic_grid_remaining_colors;0.29709664700203575;13;4190;2378
8;heuristic_grid_remaining_colors;0.2971057419999852;13;4190;2378
8;heuristic_grid_remaining_colors;0.2986826519991155;13;4190;2378
8;heuristic_grid_remaining_colors;0.3003271039997344;13;4190;2378
8;heuristic_grid_remaining_colors;0.29921477799871354;13;4190;2378
8;heuristic_grid_remaining_colors;0.30559139199976926;13;4190;2378
8;heuristic_cells_pending_per_color_remaining;0.8182872959987435;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8015522070018051;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8304821140009153;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8472403180021502;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.84630443900096;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8168894039990846;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8271403469989309;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8121218060005049;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8325705469978857;13;10457;6326
8;heuristic_cells_pending_per_color_remaining;0.8278516879981908;13;10457;6326
9;heuristic_border_colors;1.7213154019991634;13;18840;13744
9;heuristic_border_colors;1.7841444949990546;13;18840;13744
9;heuristic_border_colors;1.7636672480002744;13;18840;13744
9;heuristic_border_colors;1.8488092429979588;13;18840;13744
9;heuristic_border_colors;1.8924755600019125;13;18840;13744
9;heuristic_border_colors;1.9746094560032361;13;18840;13744
9;heuristic_border_colors;1.6626803789986297;13;18840;13744
9;heuristic_border_colors;1.6346584720013198;13;18840;13744
9;heuristic_border_colors;1.646388688001025;13;18840;13744
9;heuristic_border_colors;1.6543948809994617;13;18840;13744
9;heuristic_grid_remaining_colors;0.3812270399976114;13;4892;2474
9;heuristic_grid_remaining_colors;0.37588041900016833;13;4892;2474
9;heuristic_grid_remaining_colors;0.37328837200038834;13;4892;2474
9;heuristic_grid_remaining_colors;0.374642593000317;13;4892;2474
9;heuristic_grid_remaining_colors;0.37539168399962364;13;4892;2474
9;heuristic_grid_remaining_colors;0.3792262289971404;13;4892;2474
9;heuristic_grid_remaining_colors;0.37595107600282063;13;4892;2474
9;heuristic_grid_remaining_colors;0.37965858899769955;13;4892;2474
9;heuristic_grid_remaining_colors;0.37894188899736037;13;4892;2474
9;heuristic_grid_remaining_colors;0.38391283600140014;13;4892;2474
9;heuristic_cells_pending_per_color_remaining;0.1935568789995159;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.20091689200125984;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.19633717000033357;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.19609919099821127;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.20800827800121624;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.21421095299956505;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.2131403550010873;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.21121202699941932;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.20151284099847544;15;2302;1403
9;heuristic_cells_pending_per_color_remaining;0.19695490100275492;15;2302;1403
10;heuristic_border_colors;3.5875826070005132;14;37934;25141
10;heuristic_border_colors;3.608207245997619;14;37934;25141
10;heuristic_border_colors;3.6648304449990974;14;37934;25141
10;heuristic_border_colors;3.687443650000205;14;37934;25141
10;heuristic_border_colors;3.655281172999821;14;37934;25141
10;heuristic_border_colors;3.6678422479999426;14;37934;25141
10;heuristic_border_colors;3.544249132999539;14;37934;25141
10;heuristic_border_colors;3.5527550259976124;14;37934;25141
10;heuristic_border_colors;3.5719706950003456;14;37934;25141
10;heuristic_border_colors;3.583401727999444;14;37934;25141
10;heuristic_grid_remaining_colors;0.8263411919979262;14;8608;4625
10;heuristic_grid_remaining_colors;0.8231823360001727;14;8608;4625
10;heuristic_grid_remaining_colors;0.8286610089999158;14;8608;4625
10;heuristic_grid_remaining_colors;0.82183763699868;14;8608;4625
10;heuristic_grid_remaining_colors;0.8226128579990473;14;8608;4625
10;heuristic_grid_remaining_colors;0.8352213329999358;14;8608;4625
10;heuristic_grid_remaining_colors;0.832640670996625;14;8608;4625
10;heuristic_grid_remaining_colors;0.8664305420024903;14;8608;4625
10;heuristic_grid_remaining_colors;0.8026329999993322;14;8608;4625
10;heuristic_grid_remaining_colors;0.816408765000233;14;8608;4625
10;heuristic_cells_pending_per_color_remaining;0.43123664400263806;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.43257023399928585;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.44712121799966553;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.42700649600010365;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4514757489996555;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4225866050001059;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4271612649972667;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.4513234170008218;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.5435123600000225;17;3129;2717
10;heuristic_cells_pending_per_color_remaining;0.5182418650001637;17;3129;2717
